,show_id,title,country,release_year,is_adult,num_seasons,description,num_episodes
1880,s5252,The Royal House of Windsor,United Kingdom,2017,TV-MA,1,"Drawing on newly available info, this show traces how the British royal family has survived the last 100 years of power struggles, politics and more.",14
1881,s5255,Mak Cun,Not Available,2015,TV-PG,1,A woman with an entrepreneurial spirit takes life into her own hands by starting a beauty cream business that inspires other women to take chances.,22
1882,s5258,Paul Hollywood's Big Continental Road Trip,United Kingdom,2017,TV-14,1,"Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany.",19
1883,s5259,Real Rob,United States,2017,TV-MA,2,Go inside the world of comedian and actor Rob Schneider in this comedy series that follows the ups and downs of his career and family life.,12
1884,s5260,Satu Hari,Not Available,2014,TV-PG,1,"A man haunted by his wife's affair moves to Sarajevo and starts to love again, until fate forces him to choose between his new life and old loyalty.",16
1885,s5263,Terrace House: Aloha State,United States,2017,TV-14,4,"The beautiful island of Oahu is host to a new batch of six strangers who share a single roof, multiple conflicts and no script in this reality series.",18
1886,s5264,Dark Matter,Canada,2017,TV-14,3,"After waking up aboard a derelict spaceship with no memories, the crew of the Raza investigates the mystery of their identities and destination.",22
1887,s5273,VeggieTales in the City,United States,2017,TV-Y,2,"With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons.",13
1888,s5275,Offspring,Australia,2017,TV-MA,7,"A Melbourne obstetrician in her thirties struggles with the increasingly chaotic family, romantic and professional aspects of her life in this drama.",15
1889,s5279,Apaches,Spain,2016,TV-MA,1,A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.,12
1890,s5281,Fire Chasers,United States,2017,TV-MA,1,"As California's 2016 fire season rages, brave backcountry firefighters race to put out the flames, protect homes and save lives in this docuseries.",12
1891,s5285,No Tomorrow,United States,2016,TV-PG,1,"Her straitjacketed life turned topsy-turvy by hunky Xavier, Evie discovers a new freedom – even though her man just might be an end-of-days crackpot.",18
1892,s5286,Reign,United States,2017,TV-14,4,"This vivid historical drama series tells of the rise to power of Mary, Queen of Scots, amid a court full of sexual and political intrigue.",12
1893,s5287,Frequency,United States,2016,TV-14,1,"A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.",15
1894,s5288,The Vampire Diaries,United States,2016,TV-14,8,"Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena.",21
1895,s5289,A Boy Name Flora A,Taiwan,2017,TV-MA,1,A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,19
1896,s5290,A House of Blocks,Taiwan,2017,TV-PG,1,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",15
1897,s5298,FINAL FANTASY XIV Dad of Light,Japan,2017,TV-PG,1,A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.,15
1898,s5299,Gurren Lagann,Japan,2007,TV-14,1,"When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble.",22
1899,s5300,High Risk,United States,1988,TV-PG,1,"From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats.",13
1900,s5302,LEGO Elves: Secrets of Elvendale,United States,2017,TV-Y7,1,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister – and all of Elvendale. Based on the popular web series.",19
1901,s5306,Narcos,United States,2017,TV-MA,3,The true story of Colombia's infamously violent and powerful drug cartels fuels this gritty gangster drama series.,13
1902,s5321,Dinotrux,United States,2017,TV-Y7,5,"Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",18
1903,s5322,Marvel's The Defenders,United States,2017,TV-MA,1,"Daredevil, Jessica Jones, Luke Cage and Iron Fist join forces to take on common enemies as a sinister conspiracy threatens New York City.",20
1904,s5325,20 Minutes,Turkey,2013,TV-MA,1,"When his wife is convicted of murder, a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth.",18
1905,s5328,Million Yen Women,Japan,2017,TV-MA,1,"Five beautiful but mysterious women move in with unsuccessful novelist Shin, who manages their odd household in exchange for a tidy monthly sum.",21
1906,s5346,Wet Hot American Summer: Ten Years Later,United States,2017,TV-MA,1,"A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.",12
1907,s5348,Bountiful Blessings,Singapore,2011,TV-14,1,"A former mortal who is now the Kitchen God cooks up celestial turmoil when he impregnates and opens a restaurant with his beloved, reincarnated wife.",12
1908,s5349,Close Your Eyes Before It’s Dark,Taiwan,2016,TV-14,1,"While vacationing at a mountain cabin, a group of longtime friends uncovers an old scandal that could have deadly consequences.",21
1909,s5350,Entangled,South Korea,2014,TV-14,1,"When the children of two families become friends, they begin to unravel a horrific crime in the past that already linked their fathers to each other.",16
1910,s5351,Fartsa,Russia,2015,TV-14,1,"As four Russian friends grow up in the early '60s, life, love and the curse of success threaten to derail their dreams.",16
1911,s5353,"Have You Ever Fallen in Love, Miss Jiang?",Not Available,2016,TV-14,1,A new teacher finds herself in an unenviable situation after witnessing a troubling interaction between an administrator and a student.,17
1912,s5355,Life Plan A and B,Taiwan,2016,TV-PG,1,Two parallel life paths begin for a man and woman in love after she is offered a lucrative promotion far away and must choose between love and career.,15
1913,s5356,Locust,Russia,2014,TV-MA,1,"A torrid affair between a passionate lowborn poet and a wealthy Moscow heiress is engulfed by class difference, criminality and, eventually, murder.",13
1914,s5357,Love Storm,Not Available,2016,TV-14,1,Three grown siblings must rethink their idea of family when they learn their parents are getting divorced and have their eyes on new partners.,13
1915,s5361,Surviving Escobar - Alias JJ,Not Available,2017,TV-MA,1,"As the Medellín Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",21
1916,s5363,The In-Laws,Singapore,2011,TV-14,1,"She swore not to meddle in her kids' lives like her mother-in-law meddled in hers. But when her sons get married, that vow proves not so easy to keep.",13
1917,s5364,The IT Crowd,United Kingdom,2013,TV-MA,5,"Aided by a tech-illiterate manager, a pair of basement-dwelling dweebs makes the most of life in IT at a corporation run by a cloddish new owner.",14
1918,s5366,Vexed,United Kingdom,2012,TV-MA,2,Charming slacker DI Jack Armstrong and driven professional DI Kate Bishop try to solve crimes together without driving each other crazy.,17
1919,s5367,World War II in Colour,United Kingdom,2009,TV-MA,1,Footage of the most dramatic moments from World War II is restored in color and high definition for this historical documentary series.,19
1920,s5368,Daughters of Destiny,United States,2017,TV-14,1,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,21
1921,s5373,Ari Shaffir: Double Negative,United States,2017,TV-MA,1,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",19
1922,s5381,Dawn of the Croods,United States,2017,TV-Y7,4,"The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures.",13
1923,s5382,Degrassi: Next Class,Canada,2017,TV-14,4,"Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life.",18
1924,s5383,Diamond Lover,China,2015,TV-PG,1,"After an accident leads to great weight loss, once-obese Mi Duo embarks on a new life working for her secret crush, diamond company CEO Xiao Liang.",17
1925,s5384,King’s War,China,2012,TV-14,1,"In 210 B.C., during the upheaval following the death of Emperor Qin, insurgent warriors Xiang Yu and Liu Bang fight for control of the Chinese empire.",17
1926,s5385,Qin Empire: Alliance,China,2012,TV-14,1,"During the Warring States period, Qin state ruler Duke Xiao recruits statesman Shang Yang to help enact bold reforms that transform western China.",15
1927,s5387,The Legend of Bruce Lee,China,2008,TV-14,1,"The brief but spectacular career of martial arts superstar Bruce Lee is recounted in this drama, starring Danny Chan as the enigmatic and driven Lee.",19
1928,s5389,46,Turkey,2016,TV-MA,1,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",13
1929,s5391,Against the Tide,Singapore,2014,TV-14,1,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,16
1930,s5393,Barbie Life in the Dreamhouse,United States,2012,TV-Y,1,Join blond icon Barbie and her fabulous friends as their behind-the-scenes adventures are revealed in this animated Web series.,22
1931,s5394,Breakout,Not Available,2010,TV-14,1,"After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy.",18
1932,s5396,Intersection,Turkey,2016,TV-MA,3,"Two wealthy businessmen with car obsessions cross paths with an idealist pediatrician. Love enters the equation, and their lives change for good.",15
1933,s5398,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,United Kingdom,2015,TV-Y,1,"Simple songs mix with colorful animation to teach youngsters about concepts such as animals, vehicles, numbers, colors and more.",22
1934,s5400,Mystic Whispers,Singapore,2014,TV-14,1,"After a car accident enables a young woman to hear mysterious sounds, she meets a mortician. Together, they listen to ghosts and try to help them.",17
1935,s5402,Spice Up,Not Available,2014,TV-14,1,A spoiled young woman steps in to save her family’s restaurant with her cooking and tasting skills while balancing her complicated love life.,21
1936,s5404,The Oath,Singapore,2011,TV-14,1,"Two doctors with opposite approaches to treating patients clash on the job and must learn to trust each other's expertise, allowing love to bloom.",12
1937,s5405,The Truth Seekers,Singapore,2016,TV-MA,1,"A veteran cop forms an agency dedicated to solving cold cases, including those related to the team members' own painful and mysterious pasts.",17
1938,s5406,The Ultimatum,Singapore,2009,TV-14,1,"Love and intrigue swirl around two women – one a champion of human rights, the other an ambitious businesswoman – who were switched at birth.",17
1939,s5407,Unriddle,Singapore,2012,TV-14,2,"When a hard-nosed detective reluctantly partners with an informant to solve complex cases, she uncovers links to a particularly puzzling cold case.",17
1940,s5408,World at Your Feet,Singapore,2014,TV-14,1,"A group of struggling individuals are united by a love of soccer. At the center is Renxin, a reclusive widower and former coach who needs new hope.",21
1941,s5410,Yes We Can!,Singapore,2014,TV-14,1,"When a frustrated businessman starts his own firm, it soon morphs into a way to help senior citizens refresh their dying traditional trades.",13
1942,s5411,Yours Fatefully,Singapore,2012,TV-14,1,"Two lonely singles meet on a blind date and slowly get to know each other, unaware that their parents are friends and may be falling in love.",22
1943,s5413,Criminal Minds,United States,2017,TV-14,12,This intense police procedural follows a group of extraordinary FBI profilers who spend their days getting into the minds of psychopathic criminals.,14
1944,s5414,Gypsy,United States,2017,TV-MA,1,Therapist Jean Holloway develops dangerous and intimate relationships with the people in her patients' lives in this simmering psychological thriller.,18
1945,s5415,Little Witch Academia,Japan,2017,TV-Y7,2,"Akko enrolls at the Luna Nova Witchcraft Academy. She's not the best student, but her bright attitude is the key to her and her friends' success.",17
1946,s5422,Young & Hungry,United States,2017,TV-14,5,"A female food blogger is hired as a personal chef by a young tech tycoon and faces a new menu of challenges, both inside and outside of the kitchen.",22
1947,s5423,Pac-Man and the Ghostly Adventures,United States,2014,TV-Y7,2,Teenage Pac and his loyal crew face the ups and downs of adolescence while protecting Pac-World from a ghostly army led by the evil Betrayus.,12
1948,s5426,Aquarius,United States,2016,TV-MA,2,"Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.",18
1949,s5429,World of Winx,Italy,2017,TV-Y7,2,"The reality show ""WOW!"" engages the Winx in their mission, starting an undercover, worldly journey in order to make talented kids' dreams come true.",22
1950,s5434,28 Moons,South Korea,2016,TV-PG,1,"When her fiancé acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper.",18
1951,s5435,Magic Phone,South Korea,2016,TV-PG,1,"When an ordinary guy crosses paths 15 years later with his childhood sweetheart, now an actress, a magic cellphone allows him to be her protector.",19
1952,s5436,Man to Man,South Korea,2017,TV-14,1,"Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.",12
1953,s5437,My Little Baby,South Korea,2016,TV-PG,1,A top detective in the violent crimes unit becomes the sole guardian of his 6-month-old niece when his sister and her husband pass away unexpectedly.,16
1954,s5438,Singles Villa,China,2015,TV-14,1,"In a luxurious condominium complex with draconian rules forbidding all romance, two residents fall in love and dare to start a secret relationship.",21
1955,s5439,Under the Black Moonlight,South Korea,2016,TV-14,1,A college art club welcomes a new member who has the secret ability to smell death and who warns one of them to leave her boyfriend ... or else.,18
1956,s5440,My Only Love Song,South Korea,2017,TV-MA,1,"When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey.",14
1957,s5445,Crashing,United Kingdom,2016,TV-MA,1,"In exchange for low rent, a hodgepodge group of 20-something tenants set up residence as property guards in a disused hospital, where hilarity ensues.",19
1958,s5446,Flaked,United States,2017,TV-MA,2,"In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",19
1959,s5458,Mind Game,Singapore,2015,TV-14,1,"With the help of a cop, a psychologist and a woman who can foretell the future, a brilliant paralegal works to solve an array of perplexing mysteries.",14
1960,s5459,Miniforce,Not Available,2016,TV-Y7,1,Four animal superheroes called the Miniforce transform into robots to protect small and defenseless creatures from the hands of scheming villains.,14
1961,s5460,Off Camera,United States,2015,TV-MA,3,"Photographer, writer and director Sam Jones sets his famous guests at ease with his freewheeling, insightful celebrity interviews without agendas.",14
1962,s5465,The Day Will Come,Denmark,2016,TV-14,1,"In 1967, two brothers from Copenhagen, Denmark, wind up in an orphanage, where the headmaster's cruel tyranny slowly provokes the kids to push back.",21
1963,s5466,The Dream Job,Singapore,2016,TV-14,1,"A mysterious, wealthy man offers three people a lucrative, unusual job that may be too good to be true: Live the high life as his children and heirs.",12
1964,s5471,Bloodline,United States,2017,TV-MA,3,"When the black sheep son of a respected family threatens to expose dark secrets from their past, sibling loyalties are put to the test.",17
1965,s5478,Highland: Thailand's Marijuana Awakening,Thailand,2017,TV-MA,1,"Thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens.",14
1966,s5480,The Keepers,United States,2017,TV-MA,1,This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.,21
1967,s5489,All Hail King Julien: Exiled,Not Available,2017,TV-Y7,1,"Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.",21
1968,s5495,Kazoops!,Australia,2017,TV-Y,3,Music meets imagination in this inventive animated series about thinking outside the box and having fun.,15
1969,s5510,Jumping Girl,South Korea,2015,TV-14,1,"Sang-ah would do anything to shield pop star Ah-shin from rabid fans. But after an act of protection gone wrong, it looks like she's the crazy one.",15
1970,s5511,President,South Korea,2010,TV-14,1,"An ambitious, talented politician embarks on an intense journey toward winning the presidency while juggling his complicated family affairs.",17
1971,s5514,What in the World Happened?,South Korea,2015,TV-14,1,A happy secret romance between a 40-year-old woman and a 25-year-old man is complicated after a greeting card grants her wish to be young again.,13
1972,s5515,Mar de Plástico,Spain,2017,TV-MA,2,"In a town in southern Spain where racial tensions run high among the workers in its many greenhouses, a cop investigates the murder of a young woman.",22
1973,s5520,Fangbone,Canada,2016,TV-Y7,1,"Magically transported from far-off Skullbania, a young barbarian teams up with an odd third-grader to protect his homeland from an evil sorcerer.",14
1974,s5521,Girlboss,United States,2017,TV-MA,1,"Rebellious and broke, Sophia stumbles into creating an online business and learns how to be the boss. A comedy inspired by the best-selling memoir.",22
1975,s5522,Hot Girls Wanted: Turned On,United States,2017,TV-MA,1,"Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways.",17
1976,s5524,The Mr. Peabody and Sherman Show,United States,2017,TV-Y7,4,"Mr. Peabody and Sherman host a zany late-night comedy show from a swanky penthouse, with time-traveling historical figures and a live audience.",13
1977,s5538,The Miracle,South Korea,2016,TV-14,1,"Polar opposites in personality and looks, fraternal twin sisters who live completely different lives wake up one day to find they've switched bodies.",22
1978,s5539,The Get Down,United States,2017,TV-MA,2,"In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",15
1979,s5543,Burned Cocoon,Turkey,2005,TV-MA,1,"A secret marriage unites two families – one wealthy and traditional, the other bankrupt and modern – and is threatened by the resulting conflicts.",13
1980,s5555,Five Came Back,Not Available,2017,TV-MA,1,Five acclaimed contemporary directors tell the story of five legendary Hollywood filmmakers who enlisted in the armed forces to document World War II.,17
1981,s5556,Hoff the Record,United Kingdom,2016,TV-MA,2,"TV star David Hasselhoff hopes to reboot his career in the U.K., but both his comeback plans and his personal life keep going off the rails.",18
1982,s5559,Bottersnikes & Gumbles,United States,2017,TV-Y7,2,The fun-loving Gumbles bounce and play while staying away from the foul-smelling Bottersnikes who live in a nearby junkyard.,21
1983,s5563,Dave Chappelle,United States,2017,TV-MA,1,"Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials.",20
1984,s5564,One-Punch Man,Japan,2015,TV-14,1,"The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression.",16
1985,s5567,Julie's Greenroom,United States,2017,TV-Y,1,Adorable puppets stage their own musical under the watchful eye of mentor Julie Andrews in this original kids' series from the Jim Henson Company.,15
1986,s5568,Outback Truckers,Australia,2015,TV-MA,3,"Australia's toughest big-rig drivers brave wildfires, scorching deserts, treacherous downpours and chassis-deep mud to deliver their cargo on time.",12
1987,s5570,Samurai Gourmet,Japan,2017,TV-PG,1,Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.,16
1988,s5576,Cheer Squad,United States,2016,TV-PG,1,"Follow the Great White Sharks, a world-champion cheerleading squad, as they juggle the pressures of training, school, work and relationships.",13
1989,s5579,Buddy Thunderstruck,United States,2017,TV-Y7,1,"Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",22
1990,s5581,One More Time,South Korea,2016,TV-14,1,This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.,12
1991,s5584,Love Is in the Air,United Kingdom,2010,TV-14,1,"Toprak, who lost her baby, is hired as a wet nurse for wealthy Yusuf's motherless son. Yusuf is drawn to Toprak, but also to her scheming sister.",12
1992,s5586,Tong: Memories,South Korea,2016,TV-MA,1,A tough young man with a short temper and no patience for bullies gains a legendary reputation as the best street fighter in Busan.,13
1993,s5592,Legend Quest,Mexico,2017,TV-Y7,1,"When an evil force threatens his village, a gifted teen who can talk to ghosts puts his skills to good use, one legend at a time.",21
1994,s5593,The Sound of Your Heart,South Korea,2016,TV-14,1,"Based on Korea's longest-running webtoon series, this comedy follows the ridiculous daily lives of a cartoonist, his girlfriend and his subpar family.",18
1995,s5594,Love Me As I Am,Turkey,2015,TV-PG,3,"After wealthy college boy Ömer and lower class college girl Aysem fall in love and quickly marry, they learn that love and life aren't always perfect.",20
1996,s5599,Love for Ten: Generation of Youth,South Korea,2013,TV-14,1,"A nerdy engineering student falls for a pretty, outgoing girl at his college. To get closer to her, he joins the theater group she belongs to.",13
1997,s5602,Nightmare High,South Korea,2016,TV-14,1,"After a new teacher arrives, students' dreams begin to come true. Class president Ye-rim must solve the nightmarish mystery before it's too late.",18
1998,s5604,Spark,South Korea,2016,TV-PG,1,A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?,19
1999,s5609,White Nights,South Korea,2016,TV-14,1,"A coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power.",14
2000,s5610,Cyborg 009: Call of Justice,Japan,2017,TV-14,1,"Years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity.",21
2001,s5641,We're Lalaloopsy,United States,2017,TV-Y,1,"The Lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration.",12
2002,s5651,Star Trek: Deep Space Nine,United States,1999,TV-14,7,"In this ""Star Trek"" spin-off, Commander Sisko leads the multi-species crew of Deep Space Nine, a Federation space station with a complex mission.",14
2003,s5654,My Runway,South Korea,2016,TV-14,1,An egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.,12
2004,s5655,AJIN: Demi-Human,Japan,2016,TV-MA,2,A teenager discovers that he is an Ajin and flees before the authorities experiment on him. Other Ajin plan to fight back and he must choose a side.,13
2005,s5656,Chasing Cameron,United States,2016,TV-14,1,Go behind the scenes with social media sensation Cameron Dallas as he takes his career to the next level on an international tour.,12
2006,s5659,Sense8,United States,2018,TV-MA,2,"From the creators of ""The Matrix"" and ""Babylon 5"" comes this tense series in which eight people can telepathically experience each other's lives.",14
2007,s5663,Crazyhead,United Kingdom,2016,TV-MA,1,Bowling alley worker Amy and nonconformist Raquel kick some serious demon butt while also facing their inner demons as they navigate their early 20s.,22
2008,s5666,Color of Woman,South Korea,2012,TV-PG,1,"Two women at a cosmetics company compete for love and success. One uses her brain and diligence, while the other works her beauty and charm.",16
2009,s5668,Goodbye My Wife,South Korea,2012,TV-14,1,A couple’s five-year marriage is put on the line when each of their first loves comes back hoping for another shot at romance.,12
2010,s5669,Happy And,South Korea,2012,TV-14,1,This relatable relationship drama explores the real-life trials and joys of married life through the lens of 11 different wives.,20
2011,s5670,Heaven's Garden,South Korea,2011,TV-MA,1,"When her husband goes to jail for bankruptcy, a woman takes her two daughters to live with her father, who severed ties with her years ago.",20
2012,s5671,Ice Fantasy,China,2016,TV-14,1,"The Ice Tribe prince journeys to a sacred mountain to vanquish evil but soon finds himself at war with the Fire Tribe, led by his long-lost brother.",17
2013,s5672,Immortal Classic,South Korea,2012,TV-14,1,"Two renowned culinary families led by legendary food icons battle for the position of greatest chef, while protecting their secret kimchee recipes.",14
2014,s5673,InuYasha,Japan,2001,TV-14,2,"Yanked down a well, schoolgirl Kagome Higurashi emerges in feudal Japan, where she must reassemble a sacred jewel while eluding half-demon Inuyasha.",22
2015,s5674,K-POP Extreme Survival,South Korea,2012,TV-14,1,Seung Yeon decides to chase her dream of becoming a K-pop star and audition for a popular group. There's only one catch: It's a boy band.,22
2016,s5675,Merlin,United Kingdom,2012,TV-PG,5,"This family-oriented retelling of the King Arthur legend finds Merlin arriving in Camelot, where he hones his magic skills with the help of his uncle.",18
2017,s5676,Miss Panda & Mr. Hedgehog,South Korea,2012,TV-PG,1,"When a gifted patissier with a gloomy past meets a bright and easygoing café owner, he begins to shed his thorns and learns to love again.",14
2018,s5678,Tokyo Trial,Canada,2017,TV-MA,1,"In the wake of World War II, 11 Allied judges are tasked with weighing the fates of Japanese war criminals in a tense international trial.",20
2019,s5681,Captive,United Kingdom,2016,TV-MA,1,"This documentary series reconstructs history's most complex, high-stakes hostage negotiations as kidnapping victims recount their terrifying ordeals.",18
2020,s5684,White Rabbit Project,United States,2016,TV-14,1,"Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more in this series from the producers of ""MythBusters.""",22
2021,s5685,Miss in Kiss,Taiwan,2016,TV-14,1,"A quirk of fate sends an ordinary, sweet-natured high school girl and her father into the home of the school genius, on whom she has a huge crush.",15
2022,s5687,The Cuba Libre Story,France,2015,TV-14,1,"This documentary series recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.",21
2023,s5691,From Dusk Till Dawn,United States,2016,TV-MA,3,Bank-robbing brothers encounter vengeful lawmen and demons south of the border in this original series based on Robert Rodriguez' cult horror film.,22
2024,s5693,Lost & Found Music Studios,Canada,2016,TV-G,2,"Teen singers-songwriters in an elite music program form bonds of friendship, creativity and romance while turning their passion into their profession.",18
2025,s5700,Back to 1989,Taiwan,2016,TV-PG,1,"A young man who's learned nothing about his father from his single mom has a freak accident that sends him back to 1989, the year before he was born.",18
2026,s5701,Bromance,Taiwan,2015,TV-PG,1,"Ya-nuo's been raised as a boy. Now at age 25, she's caught the eye of a triad leader's sister. But what happens when she reveals her true gender?",15
2027,s5704,Refresh Man,Taiwan,2016,TV-14,1,"Ten years after a once-promising student graduates, she finds herself working at a cosmetics company run by the boy with the worst grades in school.",18
2028,s5708,Gilmore Girls: A Year in the Life,United States,2016,TV-14,1,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",16
2029,s5716,La Niña,Colombia,2016,TV-MA,1,A former Colombian guerrilla fighter faces challenges as she reintegrates into society and tries to overcome her traumatic memories.,20
2030,s5717,Paranoid,United Kingdom,2016,TV-MA,1,"When a woman is brutally murdered on a playground, a group of detectives find themselves drawn into a dark conspiracy as they search for the killer.",13
2031,s5721,Einsatzgruppen: The Nazi Death Squads,France,2009,TV-MA,1,"This documentary series examines the Einsatzgruppen, Nazis responsible for the mass murder of Jews, Romani and Soviet prisoners in Eastern Europe.",22
2032,s5723,Case,Iceland,2015,TV-MA,1,A smart lawyer whose drinking and recklessness send him on a path of self-destruction finds new purpose investigating a teenager's apparent suicide.,19
2033,s5724,Danger Mouse,United Kingdom,2016,TV-Y7,2,The world's greatest super-spy returns to save the world with the help of hapless hamster Penfold and a collection of state-of-the-art gadgetry.,16
2034,s5728,Inborn Pair,Taiwan,2011,TV-14,1,"Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.",20
2035,s5729,Just You,Taiwan,2013,TV-14,1,"When her uptight new boss and landlord starts a war on office romances, plucky Liang-liang quickly starts looking for ways to get him to lighten up.",14
2036,s5730,Love Around,Taiwan,2013,TV-14,1,"After a chance meeting at a ballpark, the kind son of a former gangster tries to help an outgoing radio DJ get over her recent heartbreak.",21
2037,s5731,Love Family,Taiwan,2013,TV-MA,1,A wealthy heir's search for a nameless childhood sweetheart leads him to an inn run by a family with three sisters. But which one is his true love?,12
2038,s5732,Love Me or Leave Me,Taiwan,2012,TV-14,1,"When a marriage-phobic woman hires a seductress to test how faithful her eager-to-wed boyfriend is, her plan takes an unexpected turn.",14
2039,s5733,Love Now,Taiwan,2012,TV-14,1,"When her loved ones cook up a morbid plan to make her take time off from work, Yang Yiru goes on a vacation, truly believing she has terminal cancer.",12
2040,s5742,Trailer Park Boys: Out of the Park: Europe,Canada,2016,TV-MA,1,"The Trailer Park Boys are thrilled to get a free trip to Europe, until they arrive and learn about their corporate sponsor's unusual requirements.",15
2041,s5745,Containment,United States,2016,TV-MA,1,"When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure.",17
2042,s5752,DEATH NOTE,Japan,2006,TV-14,1,"When a Japanese high schooler comes into possession of a mystical notebook, he finds he has the power to kill anybody whose name he enters in it.",20
2043,s5753,Spotless,United Kingdom,2015,TV-MA,1,The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.,13
2044,s5754,Vampire Knight,Japan,2008,TV-14,2,"At Cross Academy, two student disciplinary committee members are tasked with keeping the peace between a human class and a night class of vampires.",15
2045,s5760,StoryBots Super Songs,United States,2016,TV-Y,1,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.",14
2046,s5763,Be with Me,Taiwan,2015,TV-PG,1,"They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever.",17
2047,s5764,Be with You,Taiwan,2015,TV-14,1,"After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue.",17
2048,s5767,Fall in Love with Me,Taiwan,2014,TV-14,1,The head of a struggling ad agency finds herself torn between a hotshot executive and a kind stranger – not realizing they're the same person.,20
2049,s5769,Love Cheque Charge,Taiwan,2014,TV-14,1,"Three years after making a wild promise to a woman in distress, a rigid businessman runs into her again and must decide whether to honor his word.",18
2050,s5770,Masha's Spooky Stories,United States,2012,TV-Y,1,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",22
