Car Year,Car Brand,Car Model,Car Engine,Car Transmission,Reserve Price,Winning Price,Bidded Date
2013,Brand-40,Model-267,1.5,Auto,19000,23000,25/11/2020
2013,Brand-40,Model-267,1.5,Auto,19300,18600,25/11/2020
2013,Brand-41,Model-302,1.6,Auto,13200,15300,25/11/2020
2013,Brand-46,Model-326,1.4,Auto,18900,22000,25/11/2020
2013,Brand-46,Model-326,1.4,Auto,19000,22000,25/11/2020
2013,Brand-47,Model-336,2.4,Auto,90000,110600,25/11/2020
2013,Brand-47,Model-337,1.5,Auto,29800,28800,25/11/2020
2013,Brand-47,Model-350,2.4,Auto,83000,124600,25/11/2020
2013,Brand-47,Model-340,1.5,Auto,28300,31300,25/11/2020
2014,Brand-17,Model-70,4.1,Manual,20000,20300,25/11/2020
2014,Brand-18,Model-72,2,Auto,31300,53600,25/11/2020
2014,Brand-18,Model-74,1.5,Auto,38000,38800,25/11/2020
2014,Brand-21,Model-109,2.4,Auto,43000,53000,25/11/2020
2014,Brand-27,Model-164,2.4,Auto,32000,35000,25/11/2020
2014,Brand-27,Model-159,2,Auto,34000,37200,25/11/2020
2014,Brand-40,Model-263,1.6,Auto,32300,32600,25/11/2020
2014,Brand-40,Model-263,1.8,Auto,37300,37600,25/11/2020
2014,Brand-40,Model-268,2,Auto,43000,47000,25/11/2020
2014,Brand-41,Model-303,1.6,Auto,10000,20300,25/11/2020
2014,Brand-47,Model-341,1.8,Auto,43600,48800,25/11/2020
2014,Brand-47,Model-341,2,Auto,33000,55300,25/11/2020
2014,Brand-47,Model-342,2.5,Auto,60000,63500,25/11/2020
2014,Brand-47,Model-342,2.5,Auto,60300,62200,25/11/2020
2014,Brand-47,Model-340,1.5,Auto,37900,43700,25/11/2020
2015,Brand-18,Model-73,1.5,Auto,18000,33400,25/11/2020
2015,Brand-18,Model-73,1.5,Auto,32000,35000,25/11/2020
2015,Brand-18,Model-73,1.5,Auto,38000,38600,25/11/2020
2015,Brand-18,Model-73,1.5,Auto,40000,41700,25/11/2020
2015,Brand-18,Model-73,1.5,Auto,40000,44200,25/11/2020
2015,Brand-18,Model-73,1.5,Auto,42700,42800,25/11/2020
2015,Brand-18,Model-73,1.5,Auto,43700,43800,25/11/2020
2015,Brand-18,Model-72,1.8,Auto,43000,43300,25/11/2020
2015,Brand-27,Model-165,1.2,Manual,10300,11200,25/11/2020
2015,Brand-34,Model-208,1.5,Auto,43700,46000,25/11/2020
2015,Brand-34,Model-208,1.5,Auto,49400,48500,25/11/2020
2015,Brand-36,Model-242,2,Auto,33300,55600,25/11/2020
2015,Brand-40,Model-267,1.5,Auto,13000,24300,25/11/2020
2015,Brand-40,Model-267,1.5,Auto,28300,28600,25/11/2020
2015,Brand-40,Model-263,1.6,Auto,30700,36000,25/11/2020
2015,Brand-40,Model-273,2,Auto,61800,62400,25/11/2020
2015,Brand-45,Model-317,2,Auto,40000,40300,25/11/2020
2015,Brand-46,Model-326,1.4,Auto,28300,30300,25/11/2020
2015,Brand-47,Model-341,2,Auto,62000,62300,25/11/2020
2015,Brand-47,Model-340,1.5,Auto,36000,41700,25/11/2020
2015,Brand-48,Model-391,1.6,Auto,23000,23300,25/11/2020
2016,Brand-18,Model-79,2,Auto,63000,68300,25/11/2020
2016,Brand-18,Model-78,1.8,Auto,36000,56800,25/11/2020
2016,Brand-22,Model-129,2.5,Manual,46000,46300,25/11/2020
2016,Brand-36,Model-234,2.5,Manual,21000,33500,25/11/2020
2016,Brand-40,Model-262,2,Auto,36000,58300,25/11/2020
2016,Brand-40,Model-262,2.5,Auto,37000,57300,25/11/2020
2016,Brand-40,Model-262,2.5,Auto,62000,62300,25/11/2020
2016,Brand-45,Model-318,2,Auto,30000,61600,25/11/2020
2016,Brand-47,Model-356,2.7,Auto,98000,107800,25/11/2020
2016,Brand-47,Model-342,2.4,Auto,73000,84600,25/11/2020
2016,Brand-47,Model-350,2.5,Auto,133000,150000,25/11/2020
2016,Brand-47,Model-340,1.5,Auto,38000,41600,25/11/2020
2016,Brand-47,Model-340,1.5,Auto,46800,46800,25/11/2020
2017,Brand-18,Model-82,1.5,Auto,46300,46800,25/11/2020
2017,Brand-18,Model-82,1.5,Auto,33100,56300,25/11/2020
2017,Brand-18,Model-73,1.5,Auto,30000,51300,25/11/2020
2017,Brand-36,Model-234,2.5,Manual,44800,50700,25/11/2020
2017,Brand-47,Model-341,1.8,Auto,60000,63500,25/11/2020
2017,Brand-47,Model-341,1.8,Auto,68300,75200,25/11/2020
2017,Brand-47,Model-340,1.5,Auto,48800,57300,25/11/2020
2017,Brand-48,Model-394,1.4,Auto,38000,38700,25/11/2020
2018,Brand-22,Model-129,2.5,Manual,33000,58400,25/11/2020
2018,Brand-34,Model-207,2,Auto,70000,87000,25/11/2020
2018,Brand-34,Model-207,2,Auto,83300,88000,25/11/2020
2018,Brand-36,Model-234,2.4,Auto,70000,81300,25/11/2020
2018,Brand-49,Model-407,2,Auto,190000,181700,25/11/2020
2019,Brand-47,Model-356,2.4,Auto,110000,126300,25/11/2020
2019,Brand-47,Model-356,2.4,Auto,110000,127700,25/11/2020
2019,Brand-48,Model-397,1.6,Auto,30000,38000,25/11/2020
2019,Brand-49,Model-406,2,Auto,279800,278800,25/11/2020
1991,Brand-47,Model-341,1.3,Manual,600,3000,26/11/2020
1997,Brand-47,Model-341,1.6,Auto,4000,7600,26/11/2020
1998,Brand-18,Model-75,2.2,Auto,1000,1400,26/11/2020
1999,Brand-47,Model-348,2.2,Auto,7000,11600,26/11/2020
1999,Brand-47,Model-352,1.8,Manual,3000,5300,26/11/2020
2001,Brand-18,Model-79,2,Auto,1000,7300,26/11/2020
2001,Brand-47,Model-339,3,Auto,13800,13800,26/11/2020
2001,Brand-47,Model-348,2.4,Auto,9900,13000,26/11/2020
2002,Brand-18,Model-80,2.3,Auto,9300,14300,26/11/2020
2002,Brand-27,Model-160,2,Auto,1200,1300,26/11/2020
2002,Brand-47,Model-341,1.6,Auto,8300,8000,26/11/2020
2002,Brand-47,Model-341,1.8,Auto,3000,8800,26/11/2020
2003,Brand-18,Model-73,1.5,Auto,7000,8800,26/11/2020
2003,Brand-39,Model-255,2.5,Auto,2300,4000,26/11/2020
2003,Brand-47,Model-338,2.4,Auto,9800,10300,26/11/2020
2003,Brand-47,Model-340,1.5,Auto,10700,12800,26/11/2020
2004,Brand-18,Model-73,1.5,Auto,6000,8800,26/11/2020
2004,Brand-27,Model-165,1.1,Auto,1300,1800,26/11/2020
2004,Brand-47,Model-337,1.3,Manual,3900,6700,26/11/2020
2004,Brand-47,Model-340,1.5,Auto,8000,8800,26/11/2020
2005,Brand-18,Model-73,1.5,Auto,8000,8300,26/11/2020
2005,Brand-19,Model-101,1.5,Auto,3000,3200,26/11/2020
2005,Brand-19,Model-97,1.3,Auto,2300,4400,26/11/2020
2005,Brand-47,Model-336,3,Auto,30000,31200,26/11/2020
2005,Brand-47,Model-337,1.3,Auto,10000,10300,26/11/2020
2005,Brand-47,Model-337,1.3,Auto,11000,11300,26/11/2020
2005,Brand-47,Model-338,2,Auto,14700,15500,26/11/2020
2005,Brand-47,Model-352,1.8,Manual,4800,8400,26/11/2020
2005,Brand-47,Model-340,1.5,Auto,13000,13300,26/11/2020
2006,Brand-18,Model-73,1.5,Auto,6000,8800,26/11/2020
2006,Brand-18,Model-79,2,Auto,13600,13700,26/11/2020
2006,Brand-21,Model-107,1.6,Auto,1300,1600,26/11/2020
2006,Brand-39,Model-259,1.1,Manual,200,400,26/11/2020
2006,Brand-40,Model-272,2.5,Manual,10000,10700,26/11/2020
2006,Brand-47,Model-339,2.4,Auto,43000,47600,26/11/2020
2006,Brand-47,Model-348,2.4,Auto,33000,35300,26/11/2020
2007,Brand-18,Model-73,1.5,Auto,6700,11200,26/11/2020
2007,Brand-22,Model-151,2.8,Manual,7000,8300,26/11/2020
2007,Brand-36,Model-242,2,Auto,19000,22000,26/11/2020
2007,Brand-47,Model-339,2.4,Auto,40900,44800,26/11/2020
2007,Brand-47,Model-356,2.5,Manual,26800,28300,26/11/2020
2008,Brand-18,Model-72,1.8,Auto,22600,25600,26/11/2020
2008,Brand-18,Model-80,2.4,Auto,36300,42300,26/11/2020
2008,Brand-21,Model-115,1.1,Auto,2300,3400,26/11/2020
2008,Brand-40,Model-263,1.6,Auto,13000,15200,26/11/2020
2008,Brand-40,Model-294,2,Auto,10000,18400,26/11/2020
2008,Brand-40,Model-276,1.6,Auto,6300,8500,26/11/2020
2008,Brand-46,Model-326,1.5,Auto,8000,12500,26/11/2020
2008,Brand-47,Model-337,1.3,Manual,9000,11800,26/11/2020
2008,Brand-47,Model-339,2.4,Auto,43000,48800,26/11/2020
2008,Brand-47,Model-339,2.4,Auto,43300,50400,26/11/2020
2008,Brand-47,Model-342,2.5,Auto,38000,38300,26/11/2020
2008,Brand-47,Model-350,2.4,Auto,30800,56500,26/11/2020
2008,Brand-47,Model-340,1.5,Auto,9300,17800,26/11/2020
2009,Brand-18,Model-73,1.5,Auto,18300,20500,26/11/2020
2009,Brand-30,Model-189,3.5,Auto,43200,55300,26/11/2020
2009,Brand-36,Model-234,3.2,Auto,26600,28800,26/11/2020
2009,Brand-39,Model-256,1.1,Auto,2000,2500,26/11/2020
2009,Brand-40,Model-263,1.6,Auto,12000,15500,26/11/2020
2009,Brand-47,Model-338,2.4,Auto,26000,31500,26/11/2020
2009,Brand-47,Model-339,2.4,Auto,60000,60300,26/11/2020
2009,Brand-47,Model-340,1.5,Manual,17100,17200,26/11/2020
2010,Brand-18,Model-73,1.5,Auto,18900,23800,26/11/2020
2010,Brand-18,Model-72,1.8,Auto,23000,28300,26/11/2020
2010,Brand-18,Model-85,1.8,Auto,33900,36000,26/11/2020
2010,Brand-21,Model-115,1.1,Manual,3100,3300,26/11/2020
2010,Brand-30,Model-199,3.5,Auto,70000,70300,26/11/2020
2010,Brand-34,Model-208,1.5,Auto,13600,14300,26/11/2020
2010,Brand-39,Model-165,1.1,Auto,3300,4000,26/11/2020
2010,Brand-40,Model-263,1.6,Auto,16000,18800,26/11/2020
2010,Brand-40,Model-263,1.6,Auto,19800,20300,26/11/2020
2010,Brand-47,Model-338,2,Auto,32000,38700,26/11/2020
2010,Brand-47,Model-341,1.8,Auto,20000,23300,26/11/2020
2010,Brand-47,Model-339,2.4,Auto,67000,67700,26/11/2020
2010,Brand-47,Model-347,2,Auto,20000,25500,26/11/2020
2010,Brand-47,Model-357,1.5,Auto,18900,18800,26/11/2020
2010,Brand-48,Model-395,1.6,Auto,23300,26300,26/11/2020
2011,Brand-12,Model-51,2,Auto,10000,10300,26/11/2020
2011,Brand-18,Model-73,1.5,Auto,21000,22700,26/11/2020
2011,Brand-18,Model-76,1.3,Auto,14000,16600,26/11/2020
2011,Brand-18,Model-76,1.3,Auto,13000,15300,26/11/2020
2011,Brand-21,Model-104,1.2,Auto,7000,8800,26/11/2020
2011,Brand-30,Model-185,1.8,Auto,36000,37200,26/11/2020
2011,Brand-36,Model-234,2.5,Manual,23300,25600,26/11/2020
2011,Brand-40,Model-263,1.6,Auto,13300,18000,26/11/2020
2011,Brand-40,Model-269,2,Auto,13800,14000,26/11/2020
2011,Brand-40,Model-269,2,Auto,13000,15300,26/11/2020
2011,Brand-46,Model-327,1,Auto,7000,7400,26/11/2020
2011,Brand-47,Model-336,3.5,Auto,63000,80000,26/11/2020
2011,Brand-47,Model-358,1.8,Auto,17000,17200,26/11/2020
2011,Brand-47,Model-357,1.5,Auto,21000,23300,26/11/2020
2012,Brand-4,Model-4,2,Auto,3000,7500,26/11/2020
2012,Brand-5,Model-19,2,Auto,12600,23500,26/11/2020
2012,Brand-12,Model-47,1.6,Auto,8000,10600,26/11/2020
2012,Brand-18,Model-73,1.5,Auto,28000,28300,26/11/2020
2012,Brand-18,Model-72,1.8,Auto,27100,37400,26/11/2020
2012,Brand-18,Model-72,1.8,Auto,32300,34000,26/11/2020
2012,Brand-22,Model-129,3,Auto,30000,33300,26/11/2020
2012,Brand-27,Model-159,2,Auto,31800,32200,26/11/2020
2012,Brand-34,Model-204,2,Auto,22000,28200,26/11/2020
2012,Brand-34,Model-217,2,Auto,33000,38700,26/11/2020
2012,Brand-40,Model-269,2,Auto,20000,21400,26/11/2020
2012,Brand-41,Model-295,1.6,Auto,3000,5300,26/11/2020
2012,Brand-47,Model-337,1.5,Auto,23600,30800,26/11/2020
2012,Brand-47,Model-339,2.4,Auto,83300,82700,26/11/2020
2012,Brand-47,Model-358,1.5,Auto,14300,18600,26/11/2020
2012,Brand-47,Model-357,1.5,Auto,21000,26300,26/11/2020
2012,Brand-47,Model-350,2.4,Auto,98000,106700,26/11/2020
2012,Brand-47,Model-340,1.5,Auto,17000,27300,26/11/2020
2012,Brand-47,Model-340,1.5,Auto,23000,25800,26/11/2020
2012,Brand-47,Model-340,1.5,Auto,29900,30700,26/11/2020
2012,Brand-47,Model-349,1.8,Auto,48000,51500,26/11/2020
2012,Brand-48,Model-393,1.8,Auto,13000,24500,26/11/2020
2013,Brand-5,Model-17,1.8,Auto,7800,17400,26/11/2020
2013,Brand-12,Model-46,2,Auto,18000,18300,26/11/2020
2013,Brand-18,Model-73,1.5,Auto,30300,33700,26/11/2020
2013,Brand-18,Model-72,1.8,Auto,33000,38000,26/11/2020
2013,Brand-18,Model-72,1.8,Auto,33100,35300,26/11/2020
2013,Brand-19,Model-106,2,Auto,29900,30200,26/11/2020
2013,Brand-34,Model-206,2.2,Auto,37000,37300,26/11/2020
2013,Brand-39,Model-169,1.6,Auto,14300,18700,26/11/2020
2013,Brand-39,Model-169,1.6,Auto,18100,18000,26/11/2020
2013,Brand-40,Model-267,1.5,Auto,18000,20600,26/11/2020
2013,Brand-41,Model-302,1.6,Auto,13000,15300,26/11/2020
2013,Brand-41,Model-296,1.6,Auto,20000,22300,26/11/2020
2013,Brand-45,Model-317,2,Auto,33000,35300,26/11/2020
2013,Brand-47,Model-336,2.4,Auto,109000,108500,26/11/2020
2013,Brand-47,Model-337,1.5,Auto,28000,30300,26/11/2020
2013,Brand-47,Model-337,1.5,Auto,28800,36300,26/11/2020
2013,Brand-47,Model-338,2,Auto,33800,53800,26/11/2020
2013,Brand-47,Model-340,1.5,Auto,24300,28500,26/11/2020
2014,Brand-18,Model-75,2,Auto,48000,56300,26/11/2020
2014,Brand-18,Model-75,2.4,Auto,39000,58300,26/11/2020
2014,Brand-18,Model-74,1.3,Auto,23900,26600,26/11/2020
2014,Brand-18,Model-74,1.5,Auto,34800,41800,26/11/2020
2014,Brand-27,Model-161,2,Auto,33100,38300,26/11/2020
2014,Brand-27,Model-160,2,Auto,46000,50500,26/11/2020
2014,Brand-27,Model-165,1.2,Auto,13000,16500,26/11/2020
2014,Brand-27,Model-165,1.2,Auto,19000,18300,26/11/2020
2014,Brand-27,Model-163,1.4,Auto,19000,18300,26/11/2020
2014,Brand-36,Model-242,2,Auto,33000,58400,26/11/2020
2014,Brand-40,Model-267,1.5,Auto,18800,22300,26/11/2020
2014,Brand-40,Model-267,1.5,Auto,20000,20300,26/11/2020
2014,Brand-40,Model-267,1.5,Auto,20000,20400,26/11/2020
2014,Brand-40,Model-266,2.5,Manual,30000,34600,26/11/2020
2014,Brand-41,Model-296,1.6,Auto,12000,14300,26/11/2020
2014,Brand-41,Model-305,1.6,Auto,23000,28300,26/11/2020
2014,Brand-44,Model-316,2,Auto,26000,27800,26/11/2020
2014,Brand-45,Model-317,2,Auto,40000,40300,26/11/2020
2014,Brand-45,Model-317,2,Auto,40000,41500,26/11/2020
2014,Brand-47,Model-342,2.5,Auto,33600,58000,26/11/2020
2014,Brand-47,Model-342,2.5,Auto,38000,60300,26/11/2020
2014,Brand-47,Model-347,2,Auto,41300,41600,26/11/2020
2014,Brand-47,Model-344,2.4,Auto,83400,84300,26/11/2020
2014,Brand-47,Model-350,2.4,Auto,110000,136300,26/11/2020
2014,Brand-47,Model-340,1.5,Auto,40000,42500,26/11/2020
2014,Brand-48,Model-393,1.8,Auto,36000,38300,26/11/2020
2015,Brand-18,Model-73,1.5,Auto,33300,38300,26/11/2020
2015,Brand-27,Model-159,2,Auto,43000,43300,26/11/2020
2015,Brand-34,Model-205,2,Auto,32200,58700,26/11/2020
2015,Brand-34,Model-208,1.5,Auto,33000,35300,26/11/2020
2015,Brand-40,Model-267,1.5,Auto,19800,22200,26/11/2020
2015,Brand-45,Model-317,2,Auto,33000,35300,26/11/2020
2015,Brand-47,Model-341,1.8,Auto,37000,60000,26/11/2020
2015,Brand-47,Model-342,2.5,Manual,48000,48300,26/11/2020
2015,Brand-47,Model-340,1.5,Auto,33000,40800,26/11/2020
2016,Brand-12,Model-43,2.2,Manual,31000,51300,26/11/2020
2016,Brand-18,Model-73,1.5,Auto,42000,43800,26/11/2020
2016,Brand-18,Model-73,1.5,Auto,43000,43300,26/11/2020
2016,Brand-18,Model-73,1.5,Auto,44000,44300,26/11/2020
2016,Brand-18,Model-72,1.5,Auto,69800,73200,26/11/2020
2016,Brand-18,Model-72,1.5,Auto,73000,73300,26/11/2020
2016,Brand-18,Model-72,1.5,Auto,74000,75500,26/11/2020
2016,Brand-18,Model-72,1.5,Auto,77900,78500,26/11/2020
2016,Brand-18,Model-79,2,Auto,48800,70500,26/11/2020
2016,Brand-18,Model-78,1.8,Auto,61300,62700,26/11/2020
2016,Brand-18,Model-74,1.5,Auto,42300,43500,26/11/2020
2016,Brand-18,Model-74,1.5,Auto,43000,50300,26/11/2020
2016,Brand-19,Model-100,2.5,Auto,30000,50300,26/11/2020
2016,Brand-27,Model-164,2.4,Auto,48000,76300,26/11/2020
2016,Brand-36,Model-235,2,Auto,43000,53800,26/11/2020
2016,Brand-40,Model-267,1.5,Auto,26300,30200,26/11/2020
2016,Brand-40,Model-273,2,Auto,37000,64200,26/11/2020
2016,Brand-45,Model-318,2,Auto,63700,68500,26/11/2020
2016,Brand-47,Model-346,1.5,Auto,37000,57300,26/11/2020
2016,Brand-47,Model-340,1.5,Auto,41300,41700,26/11/2020
2016,Brand-47,Model-340,1.5,Auto,41800,47000,26/11/2020
2016,Brand-47,Model-340,1.5,Auto,43000,43300,26/11/2020
2016,Brand-47,Model-340,1.5,Auto,43000,48800,26/11/2020
2017,Brand-18,Model-82,1.5,Auto,32000,52300,26/11/2020
2017,Brand-18,Model-73,1.5,Auto,43600,46500,26/11/2020
2017,Brand-18,Model-72,1.8,Auto,69900,70000,26/11/2020
2017,Brand-18,Model-78,1.8,Auto,60000,61300,26/11/2020
2017,Brand-18,Model-78,1.8,Auto,69000,73000,26/11/2020
2017,Brand-40,Model-273,2,Auto,68300,68600,26/11/2020
2017,Brand-41,Model-299,1.6,Auto,79000,82400,26/11/2020
2017,Brand-47,Model-342,2.8,Auto,73000,83200,26/11/2020
2018,Brand-19,Model-100,2.5,Auto,87000,87500,26/11/2020
2018,Brand-41,Model-299,1.6,Auto,80000,80300,26/11/2020
2018,Brand-48,Model-400,1.4,Auto,83900,82700,26/11/2020
2019,Brand-18,Model-78,1.8,Auto,79000,81800,26/11/2020
1996,Brand-8,Model-36,2.8,Manual,3000,5600,27/11/2020
1999,Brand-40,Model-280,2,Auto,1600,3600,27/11/2020
2000,Brand-18,Model-79,2,Auto,3000,7800,27/11/2020
2001,Brand-47,Model-360,2,Auto,3000,10500,27/11/2020
2002,Brand-18,Model-73,1.5,Auto,2300,6700,27/11/2020
2002,Brand-19,Model-107,1.8,Auto,2000,2800,27/11/2020
2002,Brand-19,Model-99,2,Auto,2400,2500,27/11/2020
2002,Brand-40,Model-270,1.8,Auto,3000,3300,27/11/2020
2002,Brand-47,Model-362,2.7,Auto,13000,18400,27/11/2020
2003,Brand-40,Model-265,1.5,Manual,8000,8300,27/11/2020
2004,Brand-47,Model-336,2.4,Auto,33000,41300,27/11/2020
2004,Brand-47,Model-336,2.4,Auto,36900,37000,27/11/2020
2004,Brand-47,Model-348,2.4,Auto,28000,28300,27/11/2020
2004,Brand-47,Model-340,1.5,Auto,9800,10300,27/11/2020
2004,Brand-49,Model-408,2.4,Auto,6000,6300,27/11/2020
2005,Brand-12,Model-44,2.3,Auto,6300,6600,27/11/2020
2005,Brand-18,Model-75,2.4,Auto,13800,13800,27/11/2020
2005,Brand-18,Model-73,1.5,Auto,7000,10300,27/11/2020
2005,Brand-18,Model-73,1.5,Auto,9000,8800,27/11/2020
2005,Brand-27,Model-162,1.6,Auto,1000,1300,27/11/2020
2005,Brand-47,Model-336,3,Auto,28000,35300,27/11/2020
2005,Brand-47,Model-337,1.3,Manual,8000,8600,27/11/2020
2005,Brand-47,Model-340,1.5,Auto,9000,14300,27/11/2020
2005,Brand-47,Model-340,1.5,Auto,10000,12300,27/11/2020
2006,Brand-18,Model-72,2,Auto,22000,26300,27/11/2020
2006,Brand-19,Model-101,1.5,Manual,1900,2400,27/11/2020
2006,Brand-34,Model-217,2,Auto,13000,17500,27/11/2020
2006,Brand-47,Model-337,1.3,Manual,11000,11300,27/11/2020
2006,Brand-47,Model-338,2.4,Auto,13000,18200,27/11/2020
2006,Brand-47,Model-365,2.5,Auto,13000,20300,27/11/2020
2007,Brand-18,Model-75,2,Auto,13000,15300,27/11/2020
2007,Brand-18,Model-73,1.5,Auto,8000,8300,27/11/2020
2007,Brand-18,Model-73,1.5,Auto,8000,11500,27/11/2020
2007,Brand-18,Model-72,1.8,Auto,19900,21500,27/11/2020
2007,Brand-18,Model-85,1.8,Auto,28300,28400,27/11/2020
2007,Brand-21,Model-97,1.4,Auto,4900,5000,27/11/2020
2007,Brand-39,Model-252,2,Auto,4300,5700,27/11/2020
2007,Brand-47,Model-339,2.4,Auto,33600,45600,27/11/2020
2007,Brand-47,Model-339,2.4,Auto,44800,48000,27/11/2020
2007,Brand-47,Model-340,1.5,Auto,13000,15300,27/11/2020
2007,Brand-47,Model-349,2,Auto,13000,25600,27/11/2020
2008,Brand-18,Model-72,1.8,Auto,22000,23600,27/11/2020
2008,Brand-18,Model-72,2,Auto,30000,33400,27/11/2020
2008,Brand-47,Model-337,1.3,Manual,12400,14800,27/11/2020
2008,Brand-47,Model-338,2,Auto,24900,26600,27/11/2020
2008,Brand-47,Model-339,2.4,Auto,38000,46300,27/11/2020
2008,Brand-47,Model-347,2,Manual,14000,16300,27/11/2020
2008,Brand-47,Model-357,1.5,Auto,16000,16800,27/11/2020
2009,Brand-18,Model-75,2.4,Auto,23000,26600,27/11/2020
2009,Brand-18,Model-72,1.8,Auto,24300,26800,27/11/2020
2009,Brand-18,Model-79,2,Auto,20000,24000,27/11/2020
2009,Brand-19,Model-101,1.5,Auto,2000,3300,27/11/2020
2009,Brand-30,Model-191,2.5,Auto,38000,38600,27/11/2020
2009,Brand-36,Model-234,3.2,Auto,28800,28800,27/11/2020
2009,Brand-47,Model-345,2.7,Manual,33300,40500,27/11/2020
2009,Brand-47,Model-350,2.4,Auto,38800,70200,27/11/2020
2010,Brand-18,Model-85,1.8,Auto,36000,38800,27/11/2020
2010,Brand-21,Model-115,1.1,Auto,3000,5200,27/11/2020
2010,Brand-22,Model-129,3,Manual,20000,24300,27/11/2020
2010,Brand-36,Model-243,2.4,Auto,21000,22800,27/11/2020
2010,Brand-36,Model-242,2.4,Auto,31000,31300,27/11/2020
2010,Brand-36,Model-236,2.5,Auto,13300,28300,27/11/2020
2010,Brand-36,Model-234,2.5,Auto,23000,31300,27/11/2020
2010,Brand-40,Model-269,2,Auto,11300,14200,27/11/2020
2010,Brand-40,Model-262,2,Auto,16800,23500,27/11/2020
2010,Brand-41,Model-298,1.6,Auto,4800,5700,27/11/2020
2010,Brand-46,Model-329,1.6,Auto,10000,13800,27/11/2020
2010,Brand-47,Model-357,1.5,Manual,10000,16800,27/11/2020
2010,Brand-48,Model-388,1.4,Auto,21900,22000,27/11/2020
2011,Brand-18,Model-72,1.8,Auto,32000,33500,27/11/2020
2011,Brand-18,Model-72,1.8,Auto,33000,35300,27/11/2020
2011,Brand-19,Model-99,2,Auto,19000,21400,27/11/2020
2011,Brand-34,Model-204,2,Auto,16000,16300,27/11/2020
2011,Brand-39,Model-169,1.6,Auto,9000,15200,27/11/2020
2011,Brand-40,Model-263,1.6,Auto,19000,18300,27/11/2020
2011,Brand-40,Model-268,2.5,Auto,20300,25300,27/11/2020
2011,Brand-47,Model-336,2.4,Auto,69400,68500,27/11/2020
2011,Brand-47,Model-345,2.5,Manual,33600,44500,27/11/2020
2011,Brand-47,Model-340,1.5,Auto,16000,25200,27/11/2020
2011,Brand-48,Model-388,1.4,Auto,23000,27300,27/11/2020
2012,Brand-18,Model-73,1.5,Auto,23000,30200,27/11/2020
2012,Brand-18,Model-84,1.5,Auto,30000,30300,27/11/2020
2012,Brand-18,Model-76,1.3,Auto,16000,16300,27/11/2020
2012,Brand-21,Model-102,1.8,Auto,23000,26200,27/11/2020
2012,Brand-21,Model-104,1.2,Auto,8000,8300,27/11/2020
2012,Brand-36,Model-236,2.5,Auto,42000,42300,27/11/2020
2012,Brand-36,Model-234,2.5,Auto,40000,45000,27/11/2020
2012,Brand-39,Model-169,1.6,Auto,10000,15200,27/11/2020
2012,Brand-39,Model-169,1.6,Auto,14300,14400,27/11/2020
2012,Brand-40,Model-263,1.6,Auto,22000,23500,27/11/2020
2012,Brand-40,Model-263,1.6,Manual,18800,18800,27/11/2020
2012,Brand-40,Model-263,1.8,Auto,23000,25300,27/11/2020
2012,Brand-40,Model-269,2,Auto,14800,14800,27/11/2020
2012,Brand-47,Model-338,2.5,Auto,48000,48300,27/11/2020
2012,Brand-47,Model-341,1.8,Auto,28000,34800,27/11/2020
2012,Brand-47,Model-345,2.5,Manual,39400,47400,27/11/2020
2012,Brand-47,Model-342,2.5,Auto,30000,54500,27/11/2020
2012,Brand-47,Model-347,2,Auto,24000,27200,27/11/2020
2012,Brand-47,Model-340,1.5,Auto,27800,30500,27/11/2020
2013,Brand-18,Model-73,1.5,Auto,27900,28000,27/11/2020
2013,Brand-18,Model-72,1.5,Auto,28300,28700,27/11/2020
2013,Brand-18,Model-72,1.8,Auto,38000,40000,27/11/2020
2013,Brand-18,Model-72,2,Auto,40000,45800,27/11/2020
2013,Brand-21,Model-104,1.2,Auto,8000,8300,27/11/2020
2013,Brand-30,Model-185,1.8,Auto,47000,47300,27/11/2020
2013,Brand-40,Model-267,1.5,Auto,17000,24200,27/11/2020
2013,Brand-40,Model-273,2,Auto,43000,45600,27/11/2020
2013,Brand-46,Model-326,1.4,Auto,13300,25000,27/11/2020
2013,Brand-47,Model-338,2.5,Auto,31900,52000,27/11/2020
2013,Brand-47,Model-338,2.5,Auto,32000,56300,27/11/2020
2013,Brand-47,Model-341,2,Auto,46100,46300,27/11/2020
2013,Brand-47,Model-347,2,Auto,23600,28700,27/11/2020
2013,Brand-47,Model-358,1.8,Auto,23000,28800,27/11/2020
2013,Brand-47,Model-350,2.4,Auto,90000,88800,27/11/2020
2013,Brand-48,Model-389,1.2,Auto,43000,50200,27/11/2020
2013,Brand-48,Model-393,1.8,Auto,33300,33400,27/11/2020
2014,Brand-12,Model-43,2.2,Auto,36000,52200,27/11/2020
2014,Brand-18,Model-73,1.5,Auto,32300,37000,27/11/2020
2014,Brand-18,Model-73,1.5,Auto,36000,38000,27/11/2020
2014,Brand-18,Model-73,1.5,Auto,42000,42300,27/11/2020
2014,Brand-18,Model-72,2,Auto,47300,47400,27/11/2020
2014,Brand-18,Model-72,2,Auto,33000,55300,27/11/2020
2014,Brand-18,Model-74,1.5,Auto,41000,43500,27/11/2020
2014,Brand-40,Model-267,1.5,Auto,16200,18400,27/11/2020
2014,Brand-47,Model-338,2,Auto,30000,63300,27/11/2020
2014,Brand-47,Model-341,1.8,Auto,43600,45700,27/11/2020
2014,Brand-47,Model-341,1.8,Auto,30000,55700,27/11/2020
