Dealer ID,Registration Date,Bidding Date,No. of Cars Bids,No. of Cars Won
135410,2018-11-08,7/11/2020,4,0
135410,2018-11-08,9/11/2020,4,0
135410,2018-11-08,10/11/2020,8,1
135410,2018-11-08,11/11/2020,4,1
135410,2018-11-08,12/11/2020,4,0
135410,2018-11-08,13/11/2020,12,0
135410,2018-11-08,14/11/2020,14,0
135410,2018-11-08,15/11/2020,9,2
135410,2018-11-08,16/11/2020,7,3
135410,2018-11-08,17/11/2020,5,0
135410,2018-11-08,18/11/2020,7,2
135410,2018-11-08,19/11/2020,2,1
135410,2018-11-08,20/11/2020,5,0
135410,2018-11-08,21/11/2020,9,2
135410,2018-11-08,22/11/2020,12,0
135410,2018-11-08,23/11/2020,4,0
135410,2018-11-08,24/11/2020,5,1
135410,2018-11-08,26/11/2020,10,1
135410,2018-11-08,27/11/2020,5,0
135410,2018-11-08,28/11/2020,13,1
135410,2018-11-08,29/11/2020,17,1
135410,2018-11-08,30/11/2020,23,0
22110,2016-06-14,1/6/2020,2,0
22110,2016-06-14,2/6/2020,4,0
22110,2016-06-14,3/6/2020,2,1
22110,2016-06-14,4/6/2020,1,0
22110,2016-06-14,6/6/2020,1,0
22110,2016-06-14,8/6/2020,3,0
22110,2016-06-14,9/6/2020,4,1
22110,2016-06-14,10/6/2020,2,0
22110,2016-06-14,11/6/2020,2,0
22110,2016-06-14,12/6/2020,2,0
22110,2016-06-14,13/6/2020,3,0
22110,2016-06-14,14/6/2020,2,0
22110,2016-06-14,15/6/2020,6,2
22110,2016-06-14,16/6/2020,7,2
22110,2016-06-14,17/6/2020,3,0
22110,2016-06-14,18/6/2020,6,1
22110,2016-06-14,19/6/2020,4,1
22110,2016-06-14,20/6/2020,2,0
22110,2016-06-14,21/6/2020,2,1
22110,2016-06-14,22/6/2020,5,4
22110,2016-06-14,23/6/2020,1,0
22110,2016-06-14,24/6/2020,3,1
22110,2016-06-14,25/6/2020,1,0
22110,2016-06-14,26/6/2020,2,0
22110,2016-06-14,27/6/2020,5,0
22110,2016-06-14,29/6/2020,1,0
22110,2016-06-14,30/6/2020,5,1
22110,2016-06-14,1/7/2020,3,0
22110,2016-06-14,2/7/2020,6,1
22110,2016-06-14,3/7/2020,3,0
22110,2016-06-14,4/7/2020,3,0
22110,2016-06-14,5/7/2020,8,0
22110,2016-06-14,6/7/2020,2,0
22110,2016-06-14,7/7/2020,10,0
22110,2016-06-14,8/7/2020,5,1
22110,2016-06-14,9/7/2020,7,0
22110,2016-06-14,10/7/2020,8,1
22110,2016-06-14,11/7/2020,12,2
22110,2016-06-14,12/7/2020,13,1
22110,2016-06-14,13/7/2020,1,0
22110,2016-06-14,14/7/2020,10,1
22110,2016-06-14,15/7/2020,6,1
22110,2016-06-14,16/7/2020,3,0
22110,2016-06-14,17/7/2020,5,0
22110,2016-06-14,18/7/2020,3,0
22110,2016-06-14,20/7/2020,1,0
22110,2016-06-14,21/7/2020,8,0
22110,2016-06-14,23/7/2020,1,0
22110,2016-06-14,24/7/2020,2,0
22110,2016-06-14,27/7/2020,2,0
22110,2016-06-14,28/7/2020,3,1
22110,2016-06-14,30/7/2020,6,1
22110,2016-06-14,1/8/2020,6,0
22110,2016-06-14,4/8/2020,3,0
22110,2016-06-14,5/8/2020,10,0
22110,2016-06-14,6/8/2020,3,0
22110,2016-06-14,7/8/2020,2,0
22110,2016-06-14,10/8/2020,4,0
22110,2016-06-14,11/8/2020,8,3
22110,2016-06-14,12/8/2020,4,1
22110,2016-06-14,13/8/2020,1,0
22110,2016-06-14,14/8/2020,1,0
22110,2016-06-14,15/8/2020,4,0
22110,2016-06-14,16/8/2020,2,0
22110,2016-06-14,17/8/2020,1,0
22110,2016-06-14,18/8/2020,1,0
22110,2016-06-14,19/8/2020,1,0
22110,2016-06-14,20/8/2020,0,0
22110,2016-06-14,22/8/2020,1,0
22110,2016-06-14,24/8/2020,1,0
22110,2016-06-14,25/8/2020,1,0
22110,2016-06-14,26/8/2020,1,0
22110,2016-06-14,27/8/2020,3,0
22110,2016-06-14,29/8/2020,4,0
22110,2016-06-14,1/9/2020,2,0
22110,2016-06-14,2/9/2020,2,0
22110,2016-06-14,3/9/2020,3,1
22110,2016-06-14,5/9/2020,2,0
22110,2016-06-14,8/9/2020,2,0
22110,2016-06-14,10/9/2020,3,1
22110,2016-06-14,14/9/2020,2,0
22110,2016-06-14,15/9/2020,3,0
22110,2016-06-14,16/9/2020,6,0
22110,2016-06-14,17/9/2020,3,0
22110,2016-06-14,18/9/2020,1,0
22110,2016-06-14,19/9/2020,2,0
22110,2016-06-14,20/9/2020,1,0
22110,2016-06-14,21/9/2020,3,0
22110,2016-06-14,22/9/2020,4,2
22110,2016-06-14,23/9/2020,9,0
22110,2016-06-14,24/9/2020,3,0
22110,2016-06-14,25/9/2020,1,0
22110,2016-06-14,27/9/2020,1,0
22110,2016-06-14,28/9/2020,5,0
22110,2016-06-14,29/9/2020,4,0
22110,2016-06-14,30/9/2020,12,2
22110,2016-06-14,1/10/2020,8,2
22110,2016-06-14,2/10/2020,6,0
22110,2016-06-14,3/10/2020,3,0
22110,2016-06-14,4/10/2020,5,1
22110,2016-06-14,5/10/2020,6,1
22110,2016-06-14,6/10/2020,1,0
22110,2016-06-14,7/10/2020,3,0
22110,2016-06-14,8/10/2020,3,0
22110,2016-06-14,9/10/2020,4,1
22110,2016-06-14,12/10/2020,0,0
22110,2016-06-14,15/10/2020,3,0
22110,2016-06-14,18/10/2020,2,1
22110,2016-06-14,19/10/2020,3,0
22110,2016-06-14,20/10/2020,3,1
22110,2016-06-14,21/10/2020,0,0
22110,2016-06-14,22/10/2020,6,1
22110,2016-06-14,24/10/2020,6,1
22110,2016-06-14,25/10/2020,1,0
22110,2016-06-14,26/10/2020,24,4
22110,2016-06-14,27/10/2020,3,0
22110,2016-06-14,28/10/2020,12,1
22110,2016-06-14,30/10/2020,2,0
22110,2016-06-14,1/11/2020,7,2
22110,2016-06-14,2/11/2020,3,1
22110,2016-06-14,3/11/2020,1,0
22110,2016-06-14,4/11/2020,8,0
22110,2016-06-14,5/11/2020,4,0
22110,2016-06-14,6/11/2020,14,4
22110,2016-06-14,7/11/2020,6,2
22110,2016-06-14,8/11/2020,2,1
22110,2016-06-14,9/11/2020,1,0
22110,2016-06-14,10/11/2020,4,0
22110,2016-06-14,11/11/2020,4,1
22110,2016-06-14,12/11/2020,8,2
22110,2016-06-14,13/11/2020,2,0
22110,2016-06-14,14/11/2020,5,2
22110,2016-06-14,15/11/2020,2,0
22110,2016-06-14,16/11/2020,5,0
22110,2016-06-14,17/11/2020,4,2
22110,2016-06-14,18/11/2020,0,0
22110,2016-06-14,20/11/2020,0,0
22110,2016-06-14,21/11/2020,7,0
22110,2016-06-14,22/11/2020,5,1
22110,2016-06-14,23/11/2020,11,3
22110,2016-06-14,24/11/2020,4,1
22110,2016-06-14,25/11/2020,13,5
22110,2016-06-14,27/11/2020,5,0
22110,2016-06-14,28/11/2020,6,2
22110,2016-06-14,29/11/2020,3,1
22110,2016-06-14,30/11/2020,5,0
102810,2018-01-17,1/6/2020,1,0
102810,2018-01-17,3/6/2020,1,0
102810,2018-01-17,4/6/2020,1,0
102810,2018-01-17,5/6/2020,1,0
102810,2018-01-17,6/6/2020,2,1
102810,2018-01-17,8/6/2020,2,0
102810,2018-01-17,10/6/2020,1,0
102810,2018-01-17,11/6/2020,1,0
102810,2018-01-17,13/6/2020,0,0
102810,2018-01-17,15/6/2020,1,1
102810,2018-01-17,17/6/2020,1,0
102810,2018-01-17,18/6/2020,4,1
102810,2018-01-17,19/6/2020,1,0
102810,2018-01-17,20/6/2020,3,0
102810,2018-01-17,22/6/2020,1,0
102810,2018-01-17,23/6/2020,3,0
102810,2018-01-17,24/6/2020,6,0
102810,2018-01-17,25/6/2020,3,0
102810,2018-01-17,26/6/2020,3,0
102810,2018-01-17,27/6/2020,2,0
102810,2018-01-17,28/6/2020,2,0
102810,2018-01-17,1/7/2020,3,0
102810,2018-01-17,2/7/2020,2,0
102810,2018-01-17,3/7/2020,2,0
102810,2018-01-17,4/7/2020,1,0
102810,2018-01-17,8/7/2020,1,0
102810,2018-01-17,9/7/2020,5,0
102810,2018-01-17,11/7/2020,2,0
102810,2018-01-17,12/7/2020,4,0
102810,2018-01-17,13/7/2020,6,0
102810,2018-01-17,14/7/2020,1,0
102810,2018-01-17,15/7/2020,8,0
102810,2018-01-17,16/7/2020,3,0
102810,2018-01-17,17/7/2020,5,0
102810,2018-01-17,18/7/2020,6,0
102810,2018-01-17,20/7/2020,1,0
102810,2018-01-17,21/7/2020,4,0
102810,2018-01-17,22/7/2020,4,1
102810,2018-01-17,23/7/2020,9,0
102810,2018-01-17,24/7/2020,2,0
102810,2018-01-17,25/7/2020,3,0
102810,2018-01-17,27/7/2020,4,1
102810,2018-01-17,28/7/2020,3,0
102810,2018-01-17,29/7/2020,3,0
102810,2018-01-17,30/7/2020,0,0
102810,2018-01-17,1/8/2020,1,0
102810,2018-01-17,4/8/2020,2,0
102810,2018-01-17,5/8/2020,4,0
102810,2018-01-17,6/8/2020,4,0
102810,2018-01-17,7/8/2020,3,0
102810,2018-01-17,8/8/2020,9,0
102810,2018-01-17,9/8/2020,5,0
102810,2018-01-17,10/8/2020,3,0
102810,2018-01-17,11/8/2020,7,0
102810,2018-01-17,12/8/2020,7,0
102810,2018-01-17,13/8/2020,2,0
102810,2018-01-17,14/8/2020,1,0
102810,2018-01-17,16/8/2020,3,0
102810,2018-01-17,17/8/2020,5,0
102810,2018-01-17,18/8/2020,1,0
102810,2018-01-17,19/8/2020,4,0
102810,2018-01-17,25/8/2020,4,0
102810,2018-01-17,27/8/2020,9,0
102810,2018-01-17,28/8/2020,10,0
102810,2018-01-17,29/8/2020,10,1
102810,2018-01-17,30/8/2020,7,0
102810,2018-01-17,31/8/2020,4,0
102810,2018-01-17,1/9/2020,3,0
102810,2018-01-17,2/9/2020,7,1
102810,2018-01-17,3/9/2020,4,0
102810,2018-01-17,13/9/2020,4,0
102810,2018-01-17,14/9/2020,1,1
102810,2018-01-17,15/9/2020,2,0
102810,2018-01-17,16/9/2020,2,0
102810,2018-01-17,18/9/2020,6,1
102810,2018-01-17,19/9/2020,3,0
102810,2018-01-17,20/9/2020,3,0
102810,2018-01-17,22/9/2020,4,0
102810,2018-01-17,23/9/2020,2,0
102810,2018-01-17,24/9/2020,4,0
102810,2018-01-17,25/9/2020,7,0
102810,2018-01-17,27/9/2020,3,0
102810,2018-01-17,28/9/2020,3,1
102810,2018-01-17,29/9/2020,4,0
102810,2018-01-17,30/9/2020,4,0
102810,2018-01-17,1/10/2020,2,0
102810,2018-01-17,2/10/2020,2,0
102810,2018-01-17,3/10/2020,5,1
102810,2018-01-17,4/10/2020,5,0
102810,2018-01-17,5/10/2020,3,0
102810,2018-01-17,6/10/2020,6,0
102810,2018-01-17,7/10/2020,7,0
102810,2018-01-17,8/10/2020,5,0
102810,2018-01-17,9/10/2020,5,0
102810,2018-01-17,12/10/2020,3,0
102810,2018-01-17,13/10/2020,5,1
102810,2018-01-17,14/10/2020,3,0
102810,2018-01-17,15/10/2020,11,2
102810,2018-01-17,16/10/2020,4,0
102810,2018-01-17,17/10/2020,11,0
102810,2018-01-17,18/10/2020,2,0
102810,2018-01-17,19/10/2020,7,0
102810,2018-01-17,20/10/2020,6,0
102810,2018-01-17,21/10/2020,6,0
102810,2018-01-17,22/10/2020,18,0
102810,2018-01-17,23/10/2020,12,1
102810,2018-01-17,24/10/2020,11,0
102810,2018-01-17,25/10/2020,1,0
102810,2018-01-17,26/10/2020,11,1
102810,2018-01-17,27/10/2020,6,0
102810,2018-01-17,28/10/2020,1,0
102810,2018-01-17,29/10/2020,5,1
102810,2018-01-17,30/10/2020,10,1
102810,2018-01-17,31/10/2020,5,1
102810,2018-01-17,1/11/2020,4,0
102810,2018-01-17,2/11/2020,10,1
102810,2018-01-17,3/11/2020,6,0
102810,2018-01-17,4/11/2020,4,1
102810,2018-01-17,5/11/2020,12,0
102810,2018-01-17,6/11/2020,5,1
102810,2018-01-17,7/11/2020,4,0
102810,2018-01-17,9/11/2020,2,0
102810,2018-01-17,10/11/2020,1,0
102810,2018-01-17,12/11/2020,7,1
102810,2018-01-17,13/11/2020,2,0
102810,2018-01-17,15/11/2020,3,0
102810,2018-01-17,17/11/2020,0,0
102810,2018-01-17,18/11/2020,5,0
102810,2018-01-17,19/11/2020,4,0
102810,2018-01-17,20/11/2020,5,0
102810,2018-01-17,21/11/2020,4,0
102810,2018-01-17,23/11/2020,6,0
102810,2018-01-17,24/11/2020,6,0
102810,2018-01-17,25/11/2020,7,1
102810,2018-01-17,26/11/2020,3,0
102810,2018-01-17,27/11/2020,5,0
102810,2018-01-17,28/11/2020,9,1
102810,2018-01-17,29/11/2020,5,4
102810,2018-01-17,30/11/2020,6,0
191310,2019-11-18,1/6/2020,2,0
191310,2019-11-18,2/6/2020,0,0
191310,2019-11-18,3/6/2020,0,0
191310,2019-11-18,4/6/2020,3,0
191310,2019-11-18,5/6/2020,6,2
191310,2019-11-18,6/6/2020,1,1
191310,2019-11-18,7/6/2020,3,1
191310,2019-11-18,9/6/2020,6,0
191310,2019-11-18,10/6/2020,11,2
191310,2019-11-18,11/6/2020,3,0
191310,2019-11-18,12/6/2020,12,1
191310,2019-11-18,13/6/2020,6,2
191310,2019-11-18,16/6/2020,4,0
191310,2019-11-18,17/6/2020,6,1
191310,2019-11-18,18/6/2020,2,0
191310,2019-11-18,22/6/2020,0,0
191310,2019-11-18,24/6/2020,3,0
191310,2019-11-18,27/6/2020,1,0
191310,2019-11-18,1/7/2020,7,0
191310,2019-11-18,3/7/2020,6,3
191310,2019-11-18,6/7/2020,1,1
191310,2019-11-18,7/7/2020,7,0
191310,2019-11-18,8/7/2020,6,1
191310,2019-11-18,9/7/2020,3,0
191310,2019-11-18,10/7/2020,6,0
191310,2019-11-18,11/7/2020,7,3
191310,2019-11-18,16/7/2020,13,1
191310,2019-11-18,18/7/2020,4,0
191310,2019-11-18,19/7/2020,1,0
191310,2019-11-18,20/7/2020,0,0
191310,2019-11-18,21/7/2020,13,2
191310,2019-11-18,22/7/2020,12,1
191310,2019-11-18,24/7/2020,4,1
191310,2019-11-18,25/7/2020,10,0
191310,2019-11-18,26/7/2020,20,4
191310,2019-11-18,27/7/2020,11,1
191310,2019-11-18,28/7/2020,18,6
191310,2019-11-18,29/7/2020,15,3
191310,2019-11-18,1/8/2020,4,0
191310,2019-11-18,3/8/2020,3,1
191310,2019-11-18,4/8/2020,0,0
191310,2019-11-18,5/8/2020,1,0
191310,2019-11-18,6/8/2020,6,0
191310,2019-11-18,7/8/2020,3,1
191310,2019-11-18,8/8/2020,3,0
191310,2019-11-18,9/8/2020,12,0
191310,2019-11-18,10/8/2020,5,1
191310,2019-11-18,11/8/2020,8,1
191310,2019-11-18,17/8/2020,3,0
191310,2019-11-18,18/8/2020,0,0
191310,2019-11-18,21/8/2020,3,0
191310,2019-11-18,22/8/2020,6,0
191310,2019-11-18,23/8/2020,11,1
191310,2019-11-18,24/8/2020,1,0
191310,2019-11-18,25/8/2020,5,0
191310,2019-11-18,26/8/2020,5,0
191310,2019-11-18,27/8/2020,3,0
191310,2019-11-18,28/8/2020,13,0
191310,2019-11-18,30/8/2020,8,0
191310,2019-11-18,31/8/2020,3,2
191310,2019-11-18,1/9/2020,13,4
191310,2019-11-18,2/9/2020,10,2
191310,2019-11-18,3/9/2020,7,0
191310,2019-11-18,5/9/2020,0,0
191310,2019-11-18,6/9/2020,10,1
191310,2019-11-18,7/9/2020,14,3
191310,2019-11-18,8/9/2020,4,0
191310,2019-11-18,10/9/2020,4,0
191310,2019-11-18,11/9/2020,4,0
191310,2019-11-18,14/9/2020,10,1
191310,2019-11-18,15/9/2020,6,0
191310,2019-11-18,17/9/2020,6,2
191310,2019-11-18,18/9/2020,9,1
191310,2019-11-18,19/9/2020,9,0
191310,2019-11-18,20/9/2020,1,0
191310,2019-11-18,22/9/2020,11,3
191310,2019-11-18,23/9/2020,10,0
191310,2019-11-18,24/9/2020,5,1
191310,2019-11-18,26/9/2020,8,2
191310,2019-11-18,27/9/2020,5,0
191310,2019-11-18,29/9/2020,11,1
191310,2019-11-18,30/9/2020,4,0
191310,2019-11-18,1/10/2020,9,3
191310,2019-11-18,2/10/2020,0,0
191310,2019-11-18,5/10/2020,4,0
191310,2019-11-18,6/10/2020,6,1
191310,2019-11-18,7/10/2020,3,0
191310,2019-11-18,8/10/2020,10,3
191310,2019-11-18,9/10/2020,1,1
191310,2019-11-18,12/10/2020,1,1
191310,2019-11-18,14/10/2020,4,1
191310,2019-11-18,15/10/2020,7,1
191310,2019-11-18,19/10/2020,2,1
191310,2019-11-18,20/10/2020,4,0
191310,2019-11-18,21/10/2020,5,1
191310,2019-11-18,22/10/2020,7,0
191310,2019-11-18,23/10/2020,6,0
191310,2019-11-18,24/10/2020,6,0
191310,2019-11-18,26/10/2020,2,0
191310,2019-11-18,28/10/2020,7,0
191310,2019-11-18,29/10/2020,8,1
191310,2019-11-18,30/10/2020,8,0
191310,2019-11-18,31/10/2020,2,1
191310,2019-11-18,1/11/2020,23,7
191310,2019-11-18,2/11/2020,19,4
191310,2019-11-18,3/11/2020,27,8
191310,2019-11-18,4/11/2020,13,2
191310,2019-11-18,5/11/2020,5,1
191310,2019-11-18,6/11/2020,4,0
191310,2019-11-18,7/11/2020,3,1
191310,2019-11-18,8/11/2020,9,3
191310,2019-11-18,9/11/2020,4,0
191310,2019-11-18,10/11/2020,3,1
191310,2019-11-18,12/11/2020,0,0
191310,2019-11-18,13/11/2020,0,0
191310,2019-11-18,14/11/2020,17,4
191310,2019-11-18,16/11/2020,2,0
191310,2019-11-18,17/11/2020,9,1
191310,2019-11-18,18/11/2020,10,0
191310,2019-11-18,19/11/2020,10,1
191310,2019-11-18,20/11/2020,8,3
191310,2019-11-18,21/11/2020,8,2
191310,2019-11-18,22/11/2020,4,1
191310,2019-11-18,23/11/2020,24,6
191310,2019-11-18,24/11/2020,24,4
191310,2019-11-18,25/11/2020,9,2
191310,2019-11-18,26/11/2020,17,1
191310,2019-11-18,27/11/2020,11,3
191310,2019-11-18,29/11/2020,1,0
191310,2019-11-18,30/11/2020,4,1
209710,2020-06-24,25/6/2020,9,2
209710,2020-06-24,26/6/2020,4,2
209710,2020-06-24,30/6/2020,1,1
209710,2020-06-24,1/7/2020,5,1
209710,2020-06-24,2/7/2020,1,0
209710,2020-06-24,4/7/2020,3,0
209710,2020-06-24,5/7/2020,2,0
209710,2020-06-24,6/7/2020,4,0
209710,2020-06-24,7/7/2020,2,0
209710,2020-06-24,8/7/2020,7,0
209710,2020-06-24,9/7/2020,5,1
209710,2020-06-24,10/7/2020,3,0
209710,2020-06-24,12/7/2020,2,0
209710,2020-06-24,13/7/2020,1,0
209710,2020-06-24,14/7/2020,3,0
209710,2020-06-24,17/7/2020,3,0
209710,2020-06-24,18/7/2020,2,0
209710,2020-06-24,19/7/2020,3,0
209710,2020-06-24,21/7/2020,5,0
209710,2020-06-24,22/7/2020,3,0
209710,2020-06-24,23/7/2020,5,1
209710,2020-06-24,24/7/2020,8,2
209710,2020-06-24,25/7/2020,2,0
209710,2020-06-24,26/7/2020,4,0
209710,2020-06-24,27/7/2020,3,0
209710,2020-06-24,28/7/2020,1,0
209710,2020-06-24,29/7/2020,6,1
209710,2020-06-24,4/8/2020,2,0
209710,2020-06-24,6/8/2020,4,0
209710,2020-06-24,7/8/2020,1,0
209710,2020-06-24,8/8/2020,2,0
209710,2020-06-24,11/8/2020,2,0
209710,2020-06-24,12/8/2020,1,0
209710,2020-06-24,13/8/2020,4,1
209710,2020-06-24,14/8/2020,3,0
209710,2020-06-24,15/8/2020,7,1
209710,2020-06-24,16/8/2020,2,0
209710,2020-06-24,17/8/2020,1,1
209710,2020-06-24,19/8/2020,2,0
209710,2020-06-24,20/8/2020,2,1
209710,2020-06-24,21/8/2020,4,0
209710,2020-06-24,22/8/2020,7,0
209710,2020-06-24,23/8/2020,3,0
209710,2020-06-24,24/8/2020,5,0
209710,2020-06-24,25/8/2020,6,1
209710,2020-06-24,26/8/2020,8,1
209710,2020-06-24,28/8/2020,1,0
209710,2020-06-24,29/8/2020,1,1
209710,2020-06-24,30/8/2020,1,0
209710,2020-06-24,31/8/2020,2,0
209710,2020-06-24,1/9/2020,2,0
209710,2020-06-24,2/9/2020,2,0
209710,2020-06-24,3/9/2020,2,0
209710,2020-06-24,4/9/2020,5,3
209710,2020-06-24,5/9/2020,3,0
209710,2020-06-24,6/9/2020,3,0
209710,2020-06-24,7/9/2020,5,0
209710,2020-06-24,8/9/2020,9,0
209710,2020-06-24,10/9/2020,6,0
209710,2020-06-24,11/9/2020,7,0
209710,2020-06-24,12/9/2020,4,2
209710,2020-06-24,13/9/2020,4,0
209710,2020-06-24,14/9/2020,5,1
209710,2020-06-24,15/9/2020,7,1
209710,2020-06-24,16/9/2020,4,1
209710,2020-06-24,17/9/2020,6,0
209710,2020-06-24,18/9/2020,4,1
209710,2020-06-24,19/9/2020,7,1
209710,2020-06-24,20/9/2020,6,0
209710,2020-06-24,21/9/2020,2,0
209710,2020-06-24,22/9/2020,7,1
209710,2020-06-24,23/9/2020,9,1
209710,2020-06-24,24/9/2020,2,0
209710,2020-06-24,25/9/2020,7,1
209710,2020-06-24,26/9/2020,5,0
209710,2020-06-24,27/9/2020,4,0
209710,2020-06-24,28/9/2020,2,0
209710,2020-06-24,29/9/2020,7,1
209710,2020-06-24,30/9/2020,3,0
209710,2020-06-24,1/10/2020,3,0
209710,2020-06-24,2/10/2020,2,0
209710,2020-06-24,3/10/2020,4,0
209710,2020-06-24,4/10/2020,4,0
209710,2020-06-24,5/10/2020,7,0
209710,2020-06-24,6/10/2020,2,0
209710,2020-06-24,7/10/2020,11,0
209710,2020-06-24,8/10/2020,3,1
209710,2020-06-24,9/10/2020,14,1
209710,2020-06-24,10/10/2020,4,1
209710,2020-06-24,11/10/2020,2,0
209710,2020-06-24,12/10/2020,4,0
209710,2020-06-24,13/10/2020,5,0
209710,2020-06-24,14/10/2020,2,0
209710,2020-06-24,15/10/2020,16,2
209710,2020-06-24,16/10/2020,13,0
209710,2020-06-24,17/10/2020,9,2
209710,2020-06-24,18/10/2020,7,1
209710,2020-06-24,19/10/2020,5,2
209710,2020-06-24,20/10/2020,5,0
209710,2020-06-24,21/10/2020,8,1
209710,2020-06-24,22/10/2020,0,0
209710,2020-06-24,23/10/2020,5,0
209710,2020-06-24,24/10/2020,5,0
209710,2020-06-24,25/10/2020,2,0
209710,2020-06-24,26/10/2020,1,0
209710,2020-06-24,27/10/2020,2,0
209710,2020-06-24,28/10/2020,4,0
209710,2020-06-24,29/10/2020,11,0
209710,2020-06-24,30/10/2020,12,1
209710,2020-06-24,31/10/2020,12,1
209710,2020-06-24,1/11/2020,8,1
209710,2020-06-24,2/11/2020,8,0
209710,2020-06-24,3/11/2020,11,1
209710,2020-06-24,4/11/2020,10,2
209710,2020-06-24,5/11/2020,1,0
209710,2020-06-24,6/11/2020,4,3
209710,2020-06-24,7/11/2020,4,2
209710,2020-06-24,8/11/2020,4,2
209710,2020-06-24,9/11/2020,2,0
209710,2020-06-24,10/11/2020,10,0
209710,2020-06-24,11/11/2020,8,2
209710,2020-06-24,12/11/2020,7,3
209710,2020-06-24,13/11/2020,2,0
209710,2020-06-24,14/11/2020,3,1
209710,2020-06-24,15/11/2020,2,1
209710,2020-06-24,16/11/2020,1,0
209710,2020-06-24,17/11/2020,1,0
209710,2020-06-24,18/11/2020,4,0
209710,2020-06-24,19/11/2020,3,1
209710,2020-06-24,20/11/2020,9,3
209710,2020-06-24,21/11/2020,4,1
209710,2020-06-24,22/11/2020,9,2
209710,2020-06-24,23/11/2020,11,0
209710,2020-06-24,24/11/2020,2,1
209710,2020-06-24,25/11/2020,6,0
209710,2020-06-24,27/11/2020,12,2
209710,2020-06-24,28/11/2020,3,2
209710,2020-06-24,29/11/2020,2,0
209710,2020-06-24,30/11/2020,2,0
74510,2017-05-09,4/6/2020,1,0
74510,2017-05-09,5/6/2020,1,0
74510,2017-05-09,7/6/2020,1,0
74510,2017-05-09,8/6/2020,1,0
74510,2017-05-09,10/6/2020,1,0
74510,2017-05-09,11/6/2020,2,0
74510,2017-05-09,12/6/2020,2,1
74510,2017-05-09,13/6/2020,5,1
74510,2017-05-09,14/6/2020,2,0
74510,2017-05-09,15/6/2020,4,1
74510,2017-05-09,16/6/2020,12,3
74510,2017-05-09,17/6/2020,3,0
74510,2017-05-09,22/6/2020,2,0
74510,2017-05-09,23/6/2020,5,1
74510,2017-05-09,24/6/2020,11,2
74510,2017-05-09,25/6/2020,4,2
74510,2017-05-09,26/6/2020,3,0
74510,2017-05-09,30/6/2020,0,0
74510,2017-05-09,3/7/2020,0,0
74510,2017-05-09,7/7/2020,0,0
74510,2017-05-09,15/7/2020,1,0
74510,2017-05-09,16/7/2020,3,0
74510,2017-05-09,20/7/2020,2,0
74510,2017-05-09,21/7/2020,2,0
74510,2017-05-09,22/7/2020,4,0
74510,2017-05-09,23/7/2020,6,1
74510,2017-05-09,24/7/2020,3,0
74510,2017-05-09,26/7/2020,7,0
74510,2017-05-09,27/7/2020,3,1
74510,2017-05-09,28/7/2020,6,2
74510,2017-05-09,29/7/2020,6,1
74510,2017-05-09,30/7/2020,6,2
74510,2017-05-09,5/8/2020,4,0
74510,2017-05-09,6/8/2020,4,0
74510,2017-05-09,7/8/2020,2,1
74510,2017-05-09,8/8/2020,3,0
74510,2017-05-09,9/8/2020,8,0
74510,2017-05-09,10/8/2020,5,1
74510,2017-05-09,11/8/2020,3,0
74510,2017-05-09,12/8/2020,8,0
74510,2017-05-09,13/8/2020,2,0
74510,2017-05-09,15/8/2020,1,0
74510,2017-05-09,17/8/2020,3,0
74510,2017-05-09,18/8/2020,10,0
74510,2017-05-09,19/8/2020,9,0
74510,2017-05-09,20/8/2020,11,0
74510,2017-05-09,21/8/2020,7,0
74510,2017-05-09,22/8/2020,12,0
74510,2017-05-09,24/8/2020,5,0
74510,2017-05-09,25/8/2020,12,6
74510,2017-05-09,26/8/2020,2,0
74510,2017-05-09,27/8/2020,3,0
74510,2017-05-09,28/8/2020,4,0
74510,2017-05-09,29/8/2020,2,0
74510,2017-05-09,30/8/2020,3,0
74510,2017-05-09,2/9/2020,3,0
74510,2017-05-09,3/9/2020,3,0
74510,2017-05-09,4/9/2020,4,0
74510,2017-05-09,5/9/2020,9,0
74510,2017-05-09,7/9/2020,2,0
74510,2017-05-09,8/9/2020,6,1
74510,2017-05-09,9/9/2020,8,0
74510,2017-05-09,10/9/2020,1,0
74510,2017-05-09,11/9/2020,7,1
74510,2017-05-09,12/9/2020,5,0
74510,2017-05-09,13/9/2020,1,0
74510,2017-05-09,14/9/2020,5,0
74510,2017-05-09,15/9/2020,5,0
74510,2017-05-09,16/9/2020,2,0
74510,2017-05-09,17/9/2020,1,0
74510,2017-05-09,18/9/2020,6,1
74510,2017-05-09,19/9/2020,9,1
74510,2017-05-09,20/9/2020,1,0
74510,2017-05-09,21/9/2020,4,0
74510,2017-05-09,22/9/2020,7,2
74510,2017-05-09,23/9/2020,3,0
74510,2017-05-09,24/9/2020,5,0
74510,2017-05-09,25/9/2020,10,2
74510,2017-05-09,26/9/2020,2,0
74510,2017-05-09,27/9/2020,1,0
74510,2017-05-09,28/9/2020,4,1
74510,2017-05-09,29/9/2020,11,1
74510,2017-05-09,30/9/2020,3,0
74510,2017-05-09,1/10/2020,7,0
74510,2017-05-09,2/10/2020,10,1
74510,2017-05-09,3/10/2020,20,0
74510,2017-05-09,4/10/2020,2,0
74510,2017-05-09,5/10/2020,13,0
